term	warmth	competence	sociability	trust
good deal	0.917	0.572	0.917	0.455
good egg	0.889	0.000	0.889	0.889
good enough	0.424	0.130	0.296	0.424
good evening	0.963	0.200	0.963	0.152
good example	0.867	0.310	0.867	0.788
good faith	0.958	0.344	0.958	0.944
good fortune	0.917	0.500	0.917	0.121
good friend	1.000	0.366	1.000	0.939
good fun	1.000	0.266	1.000	0.133
good going	0.815	0.534	0.815	0.667
good graces	0.958	0.380	0.958	0.639
good guy	0.963	0.552	0.963	0.861
good hands	0.905	0.380	0.905	0.852
good head	0.708	0.434	0.708	0.576
good health	0.810	0.452	0.810	0.636
good heavens	0.583	0.366	0.583	0.133
good idea	0.875	0.428	0.875	0.727
good job	0.958	0.782	0.958	0.667
good life	0.958	0.344	0.958	0.697
good looking	0.381	0.428	0.381	0.100
good looks	0.625	0.518	0.625	0.515
good lord	0.818	0.300	0.792	0.818
good luck	0.750	0.072	0.750	0.167
good manners	1.000	0.404	1.000	0.867
good money	0.533	0.388	0.143	0.533
good mood	0.952	0.274	0.952	0.369
good morning	1.000	0.534	1.000	0.576
good name	0.917	0.608	0.917	0.879
good news	0.963	0.552	0.963	0.000
good part	0.875	0.388	0.875	0.667
good people	1.000	0.642	1.000	0.879
good person	1.000	0.400	1.000	1.000
good reason	0.857	0.376	0.857	0.700
good samaritan	1.000	0.656	1.000	0.939
good sense	0.788	0.270	0.762	0.788
good shot	0.500	0.512	0.500	0.167
good show	0.833	0.344	0.833	0.533
good sport	1.000	0.466	1.000	0.889
good story	1.000	0.414	1.000	0.111
good thing	0.889	0.178	0.889	0.273
good time	0.917	0.358	0.917	0.048
good timing	0.733	0.414	0.458	0.733
good value	0.700	0.518	0.625	0.700
good weather	0.833	0.276	0.833	0.133
good will	1.000	0.184	1.000	0.861
good word	0.926	0.594	0.926	0.741
good work	0.933	0.630	0.875	0.933
good works	0.958	0.420	0.958	0.939
goodness gracious	0.833	0.344	0.833	0.733
google maps	0.926	0.138	0.048	0.926
googly eyes	0.792	-0.054	0.792	-0.056
goon squad	-0.815	0.096	-0.815	-0.697
gosh darn	0.429	-0.286	0.429	0.000
gospel music	1.000	0.448	1.000	0.733
governor general	0.606	0.530	0.476	0.606
grad student	0.583	0.354	0.583	0.424
graduate school	0.636	0.420	0.333	0.636
graduate student	0.515	0.300	0.375	0.515
graduating class	0.542	0.260	0.542	0.042
graham cracker	0.417	0.138	0.417	0.083
grand finale	0.917	0.484	0.917	0.139
grand opening	0.905	0.440	0.905	0.333
grand prize	0.952	0.572	0.952	0.583
grand slam	0.190	0.442	0.190	0.111
grand theft	-1.000	-0.066	-1.000	-1.000
grand tour	0.667	0.444	0.667	0.000
grape juice	0.542	-0.348	0.542	0.061
graphic design	0.292	0.312	0.292	0.212
graphic designer	0.417	0.250	0.417	0.133
grapple with	0.051	0.000	0.000	0.051
grass on	-0.083	-0.166	0.000	-0.083
graveyard shift	-0.630	0.000	-0.630	0.061
gravitate towards	0.667	0.188	0.667	0.286
gravy train	-0.667	-0.100	0.111	-0.667
gray area	-0.056	-0.068	0.000	-0.056
gray hair	0.500	-0.226	0.500	0.472
great anticipation	0.857	0.310	0.857	0.152
great aunt	0.963	0.239	0.963	0.700
great care	0.917	0.194	0.917	0.917
great dane	0.625	0.534	0.625	0.111
great deal	0.625	0.464	0.625	0.333
great disgust	-0.958	-0.222	-0.958	-0.636
great grandfather	0.926	0.190	0.926	0.879
great grandma	0.958	-0.018	0.958	0.867
great grandmother	0.952	0.194	0.952	0.606
great grandpa	0.926	0.204	0.926	0.697
great guy	0.917	0.562	0.917	0.788
great idea	0.917	0.500	0.917	0.167
great job	1.000	0.572	1.000	0.083
great minds	0.792	0.366	0.792	0.727
great one	0.857	0.482	0.857	0.222
great opportunity	1.000	0.228	1.000	0.639
great place	0.958	0.322	0.958	0.455
great power	0.381	1.000	0.381	0.296
great story	0.963	0.188	0.963	0.222
great success	0.815	0.876	0.815	0.583
great surprise	0.704	0.521	0.704	0.139
great thing	0.963	0.464	0.963	0.273
great trust	1.000	0.706	1.000	0.917
great uncle	0.741	0.242	0.741	0.515
great wall	0.750	0.640	0.000	0.750
great year	1.000	0.434	1.000	0.200
greater than	0.091	0.630	0.000	0.091
greatly negative	-0.810	-0.436	-0.810	-0.694
greatly positive	1.000	0.754	1.000	0.333
green beans	0.389	-0.258	0.389	0.083
green bin	-0.083	-0.160	-0.083	0.056
green energy	0.905	0.128	0.905	0.733
green grass	0.889	0.000	0.889	0.042
green light	0.958	0.454	0.958	0.167
green party	0.500	0.290	0.500	0.273
green snake	-0.762	0.228	-0.762	-0.567
green tea	0.524	-0.234	0.524	0.296
green thumb	1.000	0.234	1.000	0.133
greener pastures	0.381	0.142	0.381	0.111
grilled cheese	0.952	0.066	0.952	0.167
grilled chicken	0.524	0.134	0.524	0.061
grim reaper	-1.000	0.162	-1.000	-0.767
grind on	-0.407	-0.034	-0.407	-0.033
grind out	-0.444	0.172	-0.444	-0.030
grind up	-0.481	-0.104	-0.481	-0.067
grizzly bear	-0.714	0.100	-0.714	-0.242
grocery shop	0.708	0.186	0.708	0.095
ground beef	0.083	-0.172	0.083	0.042
ground level	0.528	-0.242	0.111	0.528
ground zero	-0.381	-0.434	-0.381	-0.030
group meeting	0.875	0.292	0.875	0.242
group therapy	0.875	-0.054	0.875	0.667
group together	0.963	0.408	0.963	0.444
grow from	0.704	0.166	0.704	0.037
grow in	0.476	0.420	0.476	0.185
grow into	0.905	0.094	0.905	0.389
grow on	0.238	0.300	0.238	0.056
grow to	0.542	0.296	0.542	0.000
grow together	0.958	0.358	0.958	0.667
grow up	0.905	-0.034	0.905	0.485
growing pains	0.524	0.000	0.524	0.067
grown up	0.889	0.300	0.889	0.633
growth rate	0.083	0.290	0.083	0.083
growth spurt	0.833	0.000	0.833	0.300
guardian angel	1.000	0.300	1.000	0.933
guest room	0.722	-0.124	0.722	0.100
guest speaker	0.762	0.178	0.762	0.704
guiding light	1.000	0.200	1.000	0.879
guilt trip	-0.697	-0.366	-0.625	-0.697
guilty conscience	-0.500	-0.470	-0.500	-0.500
guitar player	0.714	-0.034	0.714	0.167
gulf war	-0.815	0.156	-0.815	0.111
gun control	0.292	0.258	0.292	0.000
gun for	-0.667	0.032	-0.667	-0.133
gut reaction	0.333	-0.034	0.333	0.061
gut wrenching	-0.667	-0.482	-0.667	0.000
gym clothes	0.190	0.206	0.190	0.056
hack into	-0.939	0.242	-0.917	-0.939
hack it	-0.593	-0.068	-0.037	-0.593
had better	-0.250	0.000	-0.250	0.037
had enough	-0.500	-0.104	-0.500	0.000
hair care	0.292	-0.072	0.292	0.056
hair cut	0.152	-0.234	0.148	0.152
hair dresser	0.667	-0.108	0.667	0.389
hair dye	0.125	-0.360	0.125	-0.026
hair loss	-0.292	-0.566	-0.292	-0.077
hair stylist	1.000	0.104	1.000	0.533
half dead	-0.750	-0.560	-0.750	-0.364
half life	0.000	-0.066	0.000	0.000
half mast	-0.190	-0.206	-0.190	0.000
half mile	0.083	-0.216	0.000	0.083
hammer down	-0.667	0.068	-0.667	0.000
hammer in	-0.296	-0.172	-0.296	0.037
hamster wheel	-0.571	-0.032	-0.571	0.028
hand down	0.778	-0.094	0.778	0.567
hand off	-0.381	-0.344	-0.381	0.033
hand out	0.958	-0.142	0.958	-0.139
hand over	0.467	-0.344	0.467	0.303
hand wringing	-0.455	0.064	-0.429	-0.455
handing over	0.542	-0.124	0.542	0.500
hands off	-0.556	-0.400	-0.556	0.000
hang around	0.933	-0.134	0.933	-0.182
hang in	0.905	-0.244	0.905	0.500
hang on	0.778	-0.134	0.778	0.121
hang over	-0.429	-0.218	-0.429	-0.100
hang up	-0.381	-0.100	-0.381	-0.100
hanging out	1.000	-0.234	1.000	0.030
happen by	0.167	0.214	0.167	0.000
happen in	0.028	0.142	0.000	0.028
happen on	0.375	0.206	0.375	0.000
happen to	0.250	-0.072	0.250	0.028
happy birthday	1.000	0.482	1.000	0.633
happy camper	1.000	0.250	1.000	0.630
happy dance	1.000	0.634	1.000	0.152
happy easter	1.000	0.250	1.000	0.167
happy ending	0.583	0.112	0.583	0.111
happy holidays	1.000	0.462	1.000	0.000
happy hour	1.000	0.380	1.000	0.000
happy medium	0.619	0.258	0.619	0.167
happy with	1.000	0.260	1.000	0.727
hard by	-0.143	-0.186	-0.143	0.000
hard day	0.143	-0.552	0.143	0.061
hard drugs	-0.821	-0.276	-0.800	-0.821
hard feelings	-0.708	0.068	-0.708	-0.296
hard hat	-0.208	0.190	-0.208	0.133
hard knocks	0.111	-0.334	0.111	-0.103
hard left	-0.500	-0.100	-0.500	-0.061
hard line	-0.714	0.038	-0.714	-0.533
hard liquor	-0.286	-0.344	-0.286	-0.133
hard part	0.242	0.034	-0.148	0.242
hard sell	-0.697	-0.242	-0.458	-0.697
hard stop	-0.542	-0.068	-0.542	0.000
hard stuff	-0.286	-0.138	-0.286	-0.100
hard time	-0.524	-0.290	-0.524	-0.167
hard times	0.444	-0.070	0.444	0.000
hard up	-0.481	0.034	-0.481	-0.139
hard work	0.783	0.624	0.708	0.783
hard worker	0.889	0.566	0.875	0.889
hardly a	-0.333	-0.300	-0.333	-0.042
hardly ever	-0.417	0.172	-0.417	0.000
harp on	-0.567	-0.266	-0.375	-0.567
harsh on	-0.667	0.270	-0.667	-0.600
harvest moon	0.810	0.300	0.810	0.194
hat trick	0.708	0.032	0.708	0.000
hate crime	-1.000	-0.148	-1.000	-0.970
hate mail	-1.000	-0.200	-1.000	-0.778
hate on	-0.815	-0.420	-0.815	-0.778
hats off	0.875	-0.066	0.875	0.300
haunted house	-0.611	-0.112	-0.611	-0.091
have against	-0.708	0.000	-0.708	-0.167
have around	0.944	0.138	0.944	0.152
have breakfast	0.875	0.104	0.875	0.133
have cause	0.190	-0.138	0.190	0.000
have confidence	0.714	0.438	0.714	0.633
have connections	0.917	0.482	0.917	0.000
have dinner	1.000	-0.072	1.000	0.091
have experience	0.727	0.434	0.500	0.727
have fun	0.958	0.400	0.958	0.121
have hope	0.875	0.000	0.875	0.303
have issue	-0.429	-0.500	-0.429	-0.200
have issues	-0.458	-0.300	-0.458	-0.242
have lunch	0.833	-0.096	0.833	0.091
have not	-0.417	-0.556	-0.417	0.083
have out	-0.148	-0.370	-0.148	0.000
have respect	1.000	0.322	1.000	0.848
have room	0.111	-0.068	0.111	0.037
have success	0.762	0.750	0.762	0.533
have surgery	0.167	-0.466	0.000	0.167
have tea	1.000	-0.030	1.000	0.259
have time	0.333	0.000	0.333	0.133
have trouble	-0.278	-0.448	-0.278	-0.259
hazard pay	0.200	0.000	0.143	0.200
hazmat suit	-0.519	-0.104	-0.519	0.233
head ache	-0.500	-0.408	-0.500	-0.061
head cold	-0.333	-0.066	-0.333	0.000
head down	-0.444	-0.258	-0.444	0.033
head injury	-0.593	-0.380	-0.593	0.000
head off	0.238	-0.068	0.238	-0.083
head scratcher	-0.030	-0.062	0.000	-0.030
head start	0.500	0.428	0.500	0.100
head to	0.125	0.200	0.125	0.040
heads up	0.619	0.226	0.619	0.545
health authority	0.606	0.420	0.125	0.606
health card	0.611	0.366	0.571	0.611
health care	0.952	0.380	0.952	0.697
health food	0.762	0.290	0.762	0.750
health hazard	-0.762	0.000	-0.762	-0.545
health insurance	0.633	0.066	0.400	0.633
health official	0.833	0.620	0.833	0.833
health problem	0.500	-0.310	0.500	0.091
health professional	1.000	0.500	1.000	0.867
health service	0.875	0.300	0.857	0.875
health services	1.000	0.552	1.000	0.833
healthy dose	0.500	0.206	0.500	0.179
hear out	0.917	-0.104	0.917	0.576
hearing loss	-0.524	-0.642	-0.524	-0.091
heart attack	-0.810	-0.424	-0.810	-0.091
heart disease	-0.625	-0.429	-0.625	0.000
heart failure	-0.542	-0.594	-0.542	-0.061
heart surgery	0.778	-0.162	0.000	0.778
heart wrenching	0.944	-0.138	0.944	0.167
heat exhaustion	-0.381	-0.142	-0.381	0.042
heat stroke	-0.238	-0.420	-0.238	-0.167
heated up	0.750	-0.286	0.750	0.061
heaven knows	0.704	0.036	0.704	0.528
heaven sent	1.000	0.000	1.000	0.848
heavy breathing	-0.476	-0.138	-0.476	-0.139
heavy handed	-0.667	0.400	-0.667	-0.545
heavy heart	0.083	0.034	0.000	0.083
heavy lifting	0.139	0.400	0.000	0.139
heavy rain	0.042	0.034	0.042	-0.030
hedge against	-0.417	-0.218	-0.417	0.167
hedge fund	-0.583	-0.072	-0.571	-0.583
heisman trophy	0.583	0.254	-0.048	0.583
hell bent	-0.667	0.032	-0.458	-0.667
hell no	-0.810	-0.698	-0.810	-0.636
hell week	-0.167	0.000	0.056	-0.167
help out	0.958	-0.312	0.958	0.879
help with	0.905	0.032	0.905	0.687
help yourself	0.833	0.222	0.833	-0.407
helping hand	1.000	0.250	1.000	0.900
herbal tea	0.708	-0.166	0.708	0.333
herd mentality	-0.222	0.034	-0.222	-0.167
here lies	-0.833	-0.240	-0.833	0.030
hidden agenda	-0.818	-0.296	-0.708	-0.818
hidden gem	0.926	0.286	0.926	0.485
hide away	-0.611	-0.414	-0.611	-0.364
hide behind	-0.733	-0.482	-0.619	-0.733
hide out	-0.583	-0.310	-0.583	-0.500
hiding place	-0.467	-0.134	-0.143	-0.467
high blood	-0.200	0.200	0.167	-0.200
high degree	0.182	0.482	0.000	0.182
high fashion	0.067	0.462	0.056	0.067
high fidelity	0.879	0.300	0.444	0.879
high five	0.926	0.200	0.926	0.238
high ground	0.848	0.310	0.222	0.848
high heat	0.167	-0.064	0.167	0.091
high heels	0.417	-0.136	0.417	0.000
high hopes	0.833	0.438	0.833	0.333
high jump	0.000	0.420	0.000	0.000
high levels	0.407	0.548	0.407	0.030
high life	0.619	0.534	0.619	-0.152
high note	0.296	0.166	0.296	0.212
high performance	0.639	1.000	0.037	0.639
high places	0.250	0.400	0.250	0.000
high point	0.625	0.566	0.625	0.250
high pressure	-0.467	0.266	-0.467	-0.067
high profile	0.458	0.464	0.458	0.250
high quality	0.833	0.586	0.333	0.833
high rise	0.067	0.250	-0.042	0.067
high risk	-0.600	-0.122	-0.381	-0.600
high road	0.792	0.166	0.792	0.727
high school	0.500	0.114	0.500	0.370
high street	0.500	0.058	0.500	0.182
high temperature	0.857	0.106	0.857	0.000
high up	0.167	0.322	0.000	0.167
higher education	0.667	0.434	0.500	0.667
higher learning	0.593	0.646	0.583	0.593
higher power	0.867	0.518	0.238	0.867
higher up	0.472	0.266	0.000	0.472
highly recommend	0.970	0.566	0.905	0.970
highly recommended	1.000	0.580	0.857	1.000
highway robbery	-0.972	-0.064	-0.958	-0.972
hiking boot	0.222	-0.108	0.167	0.222
hip hop	0.542	0.070	0.542	0.061
hippocratic oath	0.944	-0.064	0.944	0.926
hissy fit	-0.667	-0.178	-0.667	-0.528
historical record	0.667	0.036	0.000	0.667
hit at	-0.519	0.000	-0.519	-0.303
hit back	-0.394	-0.310	-0.381	-0.394
hit for	-0.292	-0.228	-0.292	-0.100
hit it	-0.152	0.000	0.042	-0.152
hit list	-0.792	-0.148	-0.792	-0.778
hit me	-0.481	-0.358	-0.444	-0.481
hit on	0.389	0.138	0.389	-0.333
hit out	-0.667	-0.242	-0.667	-0.367
hit up	0.625	0.246	0.625	-0.394
hit with	-0.583	-0.404	-0.583	-0.121
hockey game	0.476	0.534	0.476	0.000
hockey league	0.500	0.178	0.500	0.364
hockey player	0.667	0.322	0.667	0.152
hockey season	0.292	0.066	0.292	0.028
hocus pocus	-0.788	-0.104	-0.333	-0.788
hoe in	-0.167	-0.166	-0.167	-0.067
hold back	-0.333	-0.034	-0.333	0.182
hold dear	1.000	-0.322	1.000	0.733
hold down	0.571	-0.188	-0.417	0.571
hold hands	1.000	-0.038	1.000	0.626
hold in	0.400	-0.286	-0.381	0.400
hold out	-0.333	-0.134	-0.333	-0.061
hold over	-0.083	-0.234	-0.083	0.030
hold tight	0.472	0.138	0.208	0.472
hold true	0.758	0.134	0.524	0.758
holed up	-0.583	-0.334	-0.583	-0.212
holiday season	1.000	0.206	1.000	0.500
holy cow	0.500	-0.250	0.500	0.083
holy crap	-0.167	0.056	0.148	-0.167
holy father	1.000	0.122	0.952	1.000
holy grail	0.600	-0.166	0.524	0.600
holy land	0.857	-0.036	0.857	0.556
holy trinity	0.833	-0.034	0.833	0.815
holy water	0.818	0.166	0.571	0.818
home delivery	0.810	0.162	0.810	0.641
home equity	0.758	0.344	0.042	0.758
home game	0.619	0.154	0.619	0.061
home improvement	0.619	0.334	0.619	0.167
home in	0.524	-0.032	0.524	0.472
home invasion	-0.939	-0.034	-0.917	-0.939
home office	-0.083	0.400	-0.083	0.067
home owner	0.611	0.500	0.583	0.611
home plate	0.133	0.122	0.095	0.133
home run	0.815	0.058	0.815	0.000
home stand	0.571	0.034	0.571	0.111
home team	0.875	0.124	0.875	0.727
home theater	0.429	0.448	0.429	0.083
home video	0.625	-0.096	0.625	0.067
homeless person	-0.429	-0.944	-0.429	-0.148
homeless shelter	0.917	-0.358	0.917	0.667
honest truth	1.000	0.334	0.905	1.000
honey bun	0.958	0.038	0.958	0.074
honey pot	0.889	0.166	0.889	-0.042
honor roll	0.848	0.138	0.800	0.848
honor system	0.926	0.112	0.833	0.926
honorable mention	0.963	0.700	0.963	0.872
honour system	0.857	0.258	0.857	0.848
honourable mention	0.917	0.388	0.917	0.818
hook in	0.381	-0.130	0.381	-0.233
hook on	0.208	0.054	0.208	-0.194
hoop earrings	0.381	0.032	0.381	0.028
hop off	-0.429	-0.338	-0.429	-0.033
hop on	0.524	0.096	0.524	0.091
horror film	-0.750	-0.166	-0.750	-0.367
horror movie	-0.571	-0.452	-0.571	-0.121
horror show	-0.875	0.000	-0.875	-0.563
horror story	-0.667	-0.482	-0.667	-0.200
horseback riding	0.750	0.408	0.750	0.194
hospital bed	0.095	-0.214	0.000	0.095
hospital room	0.694	-0.068	0.619	0.694
hot air	-0.500	-0.072	-0.333	-0.500
hot box	-0.389	-0.258	-0.389	-0.300
hot chocolate	0.963	0.178	0.963	0.121
hot coffee	0.667	0.096	0.667	0.182
hot dog	0.630	-0.226	0.630	0.000
hot food	0.778	-0.408	0.778	0.091
hot hand	0.542	0.112	0.542	0.091
hot mess	-0.528	-0.310	-0.208	-0.528
hot potato	-0.292	0.062	-0.292	0.000
hot rod	0.259	-0.108	0.259	-0.037
hot sauce	0.286	-0.077	0.286	0.000
hot seat	0.238	-0.108	0.238	-0.167
hot stove	0.389	-0.068	0.389	0.000
hot weather	0.333	-0.038	0.333	0.000
hotel room	0.182	-0.066	-0.048	0.182
house cat	0.958	-0.300	0.958	0.667
house music	0.583	0.088	0.583	0.000
house party	1.000	0.380	1.000	0.100
house plant	0.500	-0.234	0.500	0.472
house warming	0.917	0.322	0.917	0.278
household name	0.633	0.034	0.593	0.633
how about	0.857	-0.276	0.857	0.000
how come	0.190	-0.112	0.190	0.030
how high	0.083	0.380	0.083	0.000
how much	0.028	-0.310	0.000	0.028
how so	0.083	-0.226	0.000	0.083
huge fan	0.852	0.038	0.852	0.133
huge mistake	-0.619	-0.322	-0.619	-0.444
huge problem	-0.619	-0.300	-0.619	0.000
huge success	0.875	1.000	0.875	0.467
human being	0.958	0.536	0.958	0.500
human body	0.333	0.300	0.333	0.133
human condition	0.917	-0.034	0.917	0.000
human error	-0.333	-0.500	0.000	-0.333
human health	1.000	0.552	1.000	0.528
human nature	0.857	0.486	0.857	0.100
human race	0.926	0.052	0.926	0.067
human resources	0.606	0.572	0.429	0.606
human right	1.000	0.344	1.000	0.818
human rights	1.000	0.286	1.000	0.917
human society	0.880	0.366	0.880	0.545
human trafficking	-1.000	-0.200	-1.000	-0.939
humanly possible	0.583	0.354	0.583	0.067
humpty dumpty	0.048	-0.380	0.048	0.000
hundred thousand	0.000	0.242	0.000	0.000
hung over	-0.533	-0.414	-0.481	-0.533
hung up	-0.370	-0.580	-0.370	-0.139
hunger strike	-0.611	-0.124	-0.611	0.576
hunker down	-0.167	-0.310	-0.167	0.000
hunt down	-0.556	0.000	-0.556	-0.533
hurricane season	-0.750	0.142	-0.750	-0.091
hurry up	-0.208	-0.108	-0.208	0.121
hurt for	0.524	-0.420	0.259	0.524
hush hush	-0.727	-0.234	-0.524	-0.727
hype up	0.875	0.074	0.875	-0.700
ice age	-0.762	0.000	-0.762	0.000
ice coffee	-0.167	-0.104	-0.167	0.028
ice cream	0.889	0.108	0.889	0.472
ice cube	-0.857	-0.134	-0.857	0.074
ice machine	-0.542	0.034	-0.542	0.061
ice maker	-0.667	-0.104	-0.667	0.061
ice storm	-0.958	-0.100	-0.958	0.033
ice tea	0.121	-0.253	0.111	0.121
identity crisis	-0.625	-0.080	-0.625	-0.133
identity theft	-0.933	0.000	-0.905	-0.933
if not	-0.048	-0.594	-0.048	0.030
if that	0.111	-0.448	0.000	0.111
ill advised	-0.583	-0.482	-0.583	-0.444
ill effects	-0.667	-0.568	-0.667	-0.121
ill informed	-0.625	-0.282	-0.625	-0.606
ill will	-0.792	-0.572	-0.792	-0.727
illegal alien	-0.714	-0.380	-0.714	-0.590
illegal immigrant	-0.800	-0.108	-0.619	-0.800
immune system	0.222	0.434	0.074	0.222
important person	0.852	0.634	0.852	0.727
impose on	-0.606	-0.034	-0.500	-0.606
impressed with	0.810	0.068	0.810	0.273
improve on	0.792	0.178	0.750	0.792
improve upon	0.857	0.434	0.857	0.515
impulse buy	0.125	-0.218	0.125	-0.030
in advance	0.758	0.130	0.429	0.758
in agreement	0.958	0.068	0.958	0.733
in back	-0.267	-0.206	-0.125	-0.267
in box	0.061	-0.300	0.000	0.061
in business	0.300	0.242	-0.167	0.300
in case	0.111	0.210	0.042	0.111
in charge	0.633	0.424	0.042	0.633
in color	0.000	0.032	0.000	0.000
in contrast	-0.056	-0.250	-0.056	-0.030
in control	0.806	0.434	0.296	0.806
in custody	-0.762	-0.236	-0.762	-0.625
in darkness	-0.667	-0.138	-0.667	-0.148
in debt	-0.458	-0.534	-0.458	-0.389
in demand	0.630	0.300	0.571	0.630
in detail	0.606	0.068	0.148	0.606
in doubt	-0.485	-0.420	-0.143	-0.485
in fashion	0.708	-0.036	0.708	0.222
in favor	0.958	-0.072	0.958	0.611
in for	0.185	-0.344	0.185	0.000
in heat	0.556	0.000	0.556	-0.303
in hiding	-0.625	-0.464	-0.625	-0.467
in jeopardy	-0.593	-0.316	-0.593	-0.074
in labor	0.208	-0.414	0.208	0.182
in laws	0.524	0.112	0.524	0.296
in lieu	0.250	0.000	0.000	0.250
in limbo	-0.185	-0.406	-0.167	-0.185
in love	0.952	0.106	0.952	0.485
in mind	0.593	0.172	0.593	0.389
in office	0.528	0.052	0.000	0.528
in pain	0.056	-0.612	0.056	-0.033
in peace	0.963	0.286	0.963	0.733
in perpetuity	0.400	0.000	0.000	0.400
in progress	0.143	-0.242	0.143	0.061
in relief	0.556	0.108	0.556	0.139
in return	0.958	0.070	0.958	0.767
in reverse	-0.083	-0.296	-0.083	-0.030
in season	0.583	-0.162	0.583	0.083
in shape	0.611	0.034	0.611	0.182
in silence	-0.571	-0.452	-0.571	0.133
in style	0.630	0.124	0.630	0.133
in tears	0.619	-0.484	0.619	0.256
in tough	-0.286	-0.310	-0.286	0.051
in trouble	-0.567	-0.482	0.067	-0.567
in trust	0.933	-0.040	0.905	0.933
in truth	0.909	-0.068	0.542	0.909
in vain	-0.500	-0.388	-0.500	-0.167
inauguration day	0.708	0.380	0.708	0.528
incubation period	0.111	0.100	0.000	0.111
independence day	0.889	0.380	0.889	0.259
independent school	0.815	0.420	0.208	0.815
indulge in	-0.519	-0.130	0.417	-0.519
infectious disease	-0.833	-0.310	-0.833	0.000
inferior to	-0.625	-0.130	-0.625	-0.545
inferiority complex	-0.667	-0.354	-0.667	-0.462
inflation rate	-0.458	0.210	-0.458	0.000
information technology	0.667	0.518	-0.250	0.667
informed consent	0.909	0.290	0.857	0.909
inner peace	0.917	0.100	0.917	0.758
inner self	0.875	0.096	0.875	0.615
inner strength	0.818	0.648	0.708	0.818
insane asylum	-1.000	-0.074	-1.000	-0.667
inside job	-0.667	0.000	-0.167	-0.667
inside out	0.000	-0.166	0.000	0.000
insider trading	-1.000	0.258	-0.792	-1.000
intelligence community	0.545	0.750	-0.542	0.545
interest free	0.636	0.064	0.000	0.636
interest in	1.000	0.096	1.000	0.455
interest rate	-0.333	0.300	-0.333	0.042
interested in	0.958	0.142	0.958	0.212
interior design	0.714	0.226	0.714	0.167
internal combustion	-0.714	0.366	-0.714	-0.033
international community	1.000	0.566	1.000	0.583
international flight	0.364	0.552	0.000	0.364
international relations	0.524	0.556	0.524	0.000
investigative journalism	0.788	0.354	-0.208	0.788
investment banking	-0.625	0.222	-0.625	-0.583
involved in	0.952	0.188	0.952	0.200
iron maiden	-1.000	0.308	-0.833	-1.000
